          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   1 sent_total   7871  recv_total   7520

node   2  (   1,    0) (   0,    0) (   6,    5) (   7,    3) (  28,    9) (  47,   21) ( 113,   55) (  71,   98) (  97,   87) (  88,   82)
          (  76,   86) (  75,   85) (  97,   84) (  91,   86) (  81,   70) (  78,   96) (  87,   82) ( 102,   95) (  70,   96) (  69,   85)
          (  98,  101) (  90,   81) ( 103,   87) (  86,   95) (  98,   91) (  77,  110) (  76,   81) (  92,   88) (  94,   84) (  71,  107)
          (  96,   76) (  81,   94) (  98,   85) (  83,   93) (  88,   64) ( 102,  106) (  82,  101) (  71,   81) (  85,   79) (  84,   88)
          (  92,   86) (  79,   79) (  58,   84) (  72,   89) (  80,   84) ( 101,   89) (  93,   91) (  56,   69) ( 111,   84) (  89,   84)
          (  83,   87) (  83,   92) (  54,   80) (  58,   60) (  94,   70) (  63,   77) (  80,   70) (  68,   77) (  89,   88) (  86,   62)
          (  65,   73) (  74,   85) (  79,   69) (  91,   76) (  73,   86) (  67,   74) (  50,   66) (  94,   83) (  64,   89) (  59,   52)
          ( 103,   84) (  62,   73) (  62,   79) (  79,   80) (  73,   85) (  85,   95) (  55,   75) (  68,   72) (  73,   75) (  70,   61)
          (  55,   76) (  81,   74) ( 125,   85) (  66,   70) (  80,   78) (  57,   68) (  74,   76) (  74,   83) (  73,   79) (  72,   78)
          (  78,   67) (  82,   93) (  77,   69) (  65,   63) (  84,   97) (  46,   68) (  98,   90) (  76,   71) (  73,   69) (  72,   74)
          (  33,   58) ( 114,   98) (  35,   68) (  76,   60) (  77,   60) (  62,   43) (  65,   69) (  60,   69) (  74,   70) (  60,   66)
          (  58,   53) (  80,   57) (  60,   55) (  84,   70) (  63,   52) (  75,   72) (  66,   57) (  60,   63) (  70,   67) (  83,   66)
          (  50,   48) (  85,   64) (  94,   60) (  51,   71) (  54,   53) (  67,   59) (  59,   56) (  68,   71) (  67,   68) (  53,   59)
          (  76,   75) (  50,   54) (  64,   71) (  69,   55) (  53,   53) (  77,   61) (  51,   76) (  81,   60) (  59,   66) (  76,   70)
          (  37,   60) (  73,   82) (  56,   51) (  54,   58) (  78,   53) (  60,   48) (  60,   63) (  90,   59) (  43,   46) (  76,   60)
          (  63,   43) (  54,   59) (  70,   58) (  64,   61) (  46,   53) (  53,   60) (  74,   62) (  43,   57) (  66,   60) (  56,   61)
          (  60,   56) (  62,   47) (  37,   66) (  98,   69) (  46,   52) (  46,   45) (  84,   69) (  45,   56) (  69,   64) (  63,   63)
          (  63,   66) (  49,   62) (  88,   58) (  68,   58) (  47,   67) (  69,   58) (  73,   58) (  43,   67) (  60,   63) (  56,   61)
          (  55,   61) (  60,   56) (  47,   65) (  49,   52) (  74,   69) (  50,   56) (  57,   61) (  63,   71) (  52,   61) (  58,   63)
          (  50,   68) (  60,   56) (  46,   63) (  83,   55) (  43,   50) (  76,   73) (  61,   60) (  65,   56) (  70,   60) (  49,   68)
          (  59,   53) (  75,   64) (  37,   66) (  67,   61) (  70,   75) (  64,   57) (  67,   70) (  49,   68) (  52,   65) (  50,   57)
          (  77,   57) (  49,   64) (  76,   52) (  58,   63) (  52,   64) (  82,   57) (  31,   52) (  83,   48) (  39,   66) (  73,   65)
          (  63,   62) (  87,   50) (  47,   54) (  56,   63) (  89,   52) (  59,   49) (  42,   47) (  55,   62) (  65,   51) (  60,   75)
          (  74,   44) (  64,   80) (  47,   64) (  61,   53) (  85,   47) (  63,   71) (  51,   49) (  64,   65) (  52,   69) (  67,   59)
          (  49,   52) (  67,   60) (  52,   60) (  55,   72) (  65,   58) (  57,   55) (  65,   52) (  52,   66) (  50,   51) (  63,   49)
          (  65,   65) (  68,   74) (  57,   50) (  61,   63) (  76,   50) (  31,   68) (  80,   65) (  89,   71) (  36,   56) (  51,   56)
          (  69,   52) (  56,   45) (  56,   55) (  78,   73) (  52,   59) (  69,   77) (  54,   61) (  53,   58) (  49,   64) (  92,   55)
          (  66,   55) (  37,   57) (  80,   67) (  53,   59) (  62,   56) (  65,   66) (  63,   57) (  67,   78) (  67,   69) (  53,   52)
          (  83,   65) (  49,   48) (  44,   67) (  69,   53) (  86,   53) (  62,   62) (  80,   64) (  36,   69) (  59,   63) (  69,   57)
          (  64,   50) (  57,   67) (  75,   54) (  43,   67) (  59,   49) (  61,   70) (  67,   59) (  64,   52) (  59,   68) (  71,   57)
          (  51,   62) (  55,   60) (  94,   68) (  51,   70) (  66,   76) (  40,   79) (  83,   69) (  80,   58) (  66,   62) (  65,   67)
          (  87,   74) (  53,   61) (  82,   82) (  62,   65) (  54,   73) (  77,   86) (  89,   61) (  63,   67) (  54,   58) (  66,   79)
          (  66,   53) (  46,   60) (  87,   71) (  66,   70) (  58,   83) (  71,   58) (  75,   73) (  40,   59) (  80,   76) (  63,   53)
          (  56,   53) (  54,   65) (  66,   66) (  81,   60) (  56,   68) (  91,   58) (  49,   79) (  76,   65) (  60,   73) (  65,   73)
          (  61,   59) (  55,   78) ( 103,   71) (  58,   77) (  79,   76) (  65,   67) (  80,   63) (  43,   59) (  87,   71) (  68,   70)
          (  66,   56) (  86,   66) (  53,   54) (  90,   72) (  56,   85) (  66,   64) (  73,   56) (  70,   64) (  62,   61) (  62,   68)
          (  85,   77) (  56,   58) (  64,   75) (  57,   67) (  89,   87) (  54,   54) (  82,   72) (  72,   61) (  50,   55) (  92,   77)
          (  58,   53) (  91,   90) (  66,   87) (  59,   56) (  56,   72) (  65,   68) (  75,   64) (  78,   70) (  47,   66) (  73,   63)
          (  90,   79) (  62,   62) (  73,   68) (  58,   70) (  64,   59) (  64,   72) (  66,   69) (  82,   68) (  41,   50) (  67,   56)
          ( 100,   72) (  62,   62) (  74,   51) (  82,   66) (  63,   66) (  65,   83) (  52,   73) (  89,   59) (  89,   76) (  50,   76)
          (  57,   59) (  96,   56) (  81,   57) (  62,   59) (  77,   63) (  25,   59) (  92,   63) (  62,   64) (  82,   73) (  61,   64)
          (  75,   75) (  58,   75) (  79,   57) (  57,   86) (  91,   84) (  68,   74) (  46,   47) (  93,   80) (  62,   64) (  58,   54)
          ( 106,   67) (  62,   72) (  86,   72) (  66,   55) (  56,   70) (  92,   73) (  49,   79) (  72,   56) (  75,   82) (  52,   63)
          (  59,   64) (  87,   80) (  39,   64) (  78,   60) (  65,   72) (  76,   51) (  68,   56) (  48,   69) (  86,   72) (  66,   54)
          (  75,   54) (  41,   67) (  83,   56) (  80,   77) (  45,   94) (  71,   71) (  73,   74) (  56,   71) (  78,   60) (  58,   73)
          (  49,   51) (  63,   71) (  66,   57) (  98,   67) (  68,   63) (  53,   78) (  79,   75) (  62,   73) (  56,   45) (  64,   63)
          (  75,   81) (  69,   66) (  51,   62) (  71,   65) (  77,   72) (  80,   76) (  70,   78) (  75,   76) (  55,   68) (  59,   72)
          (  72,   58) (  63,   67) (  54,   68) (  68,   76) (  69,   57) (  80,   70) (  65,   73) (  97,   75) (  48,   57) (  65,   62)
          (  65,   73) ( 101,   70) (  63,   64) (  61,   76) (  68,   61) (  72,   70) (  57,   47) (  93,   65) (  64,   71) (  64,   58)
          (  59,   47) (  92,   72) (  48,   68) (  93,   82) (  57,   63) (  93,   71) (  66,   76) (  67,   71) (  58,   76) (  81,   79)
          (  62,   74) (  75,   78) (  46,   68) (  71,   71) (  93,   62) (  53,   67) (  74,   62) (  65,   72) (  54,   64) (  98,   63)
          (  57,   71) (  56,   78) (  81,   79) (  66,   58) (  79,   71) (  52,   60) (  80,   67) (  69,   65) (  76,   58) (  62,   67)
          (  81,   84) (  66,   67) (  65,   77) (  66,   62) (  71,   74) (  64,   66) (  65,   74) (  82,   76) (  61,   74) (  64,   65)
          (  69,   57) (  68,   78) (  92,   74) (  39,   65) (  83,   72) (  90,   67) (  48,   64) (  64,   66) (  66,   66) (  59,   80)
          (  77,   63) (  72,   66) (  42,   55) (  84,   71) (  72,   69) (  47,   62) (  48,   64) (  77,   67) (  72,   61) (  67,   64)
          (  64,   64) (  72,   69) (  61,   67) (  75,   75) (  74,   76) ( 100,   82) (  37,   66) (  76,   81) (  55,   69) (  61,   71)
          (  82,   71) (  46,   59) (  85,   86) (  60,   73) (  81,   78) (  49,   65) ( 107,   74) (  46,   53) (  65,   66) (  70,   76)
          (  68,   51) (  66,   49) (  68,   71) (  69,   63) (  75,   74) (  57,   68) (  77,   84) (  83,   79) (  38,   74) (  75,   66)
          (  62,   78) (  74,   57) (  71,   76) (  76,   86) (  58,   74) (  74,   58) (  75,   61) (  76,   64) (  81,   55) (  55,   83)
          (  58,   71) (  95,   74) (  38,   66) (  93,   72) (  74,   71) (  89,   66) (  31,   57) (  72,   83) (  65,   76) (  67,   62)
          (  74,   69) (  73,   66) (  67,   59) (  96,   89) (  49,   70) (  57,   68) (  88,   68) (  71,   72) (  80,   80) (  45,   63)
          (  67,   68) ( 100,   70) (  55,   66) (  54,   64) (  83,   65) (  68,   82) (  54,   69) (  64,   85) (  65,   59) (  56,   71)
          ( 110,   63) (  32,   76) (  95,   74) (  46,   72) (  69,   68) (  76,   73) (  39,   65) ( 110,   73) (  56,   74) (  50,   62)
          (  70,   83) (  93,   56) (  60,   55) (  64,   80) (  67,   57) (  86,   74) (  73,   67) (  48,   83) (  58,   50) (  74,   65)
          (  70,   59) (  71,   76) (  72,   57) (  82,   84) (  63,   69) (  57,   57) (  69,   67) (  51,   66) (  64,   82) (  84,   79)
          (  53,   57) ( 100,   72) (  56,   59) (  57,   62) (  97,   66) (  66,   66) (  62,   68) (  63,   61) (  83,   66) (  69,   76)
          (  68,   52) (  58,   64) (  79,   70) (  51,   62) (  85,   66) (  88,   60) (  47,   62) (  70,   71) (  57,   74) (  89,   65)
          (  53,   57) (  69,   69) (  58,   62) (  85,   59) (  79,   76) (  64,   84) (  67,   64) (  75,   80) (  59,   67) (  75,   76)
          (  40,   57) (  91,   70) (  62,   77) (  57,   69) (  59,   54) (  88,   74) (  59,   63) (  79,   63) (  74,   54) (  49,   54)
          (  79,   61) (  49,   57) (  88,   76) (  39,   56) (  92,   66) (  46,   62) (  60,   64) ( 104,   67) (  57,   75) (  66,   72)
         
node   2 sent_total  47322  recv_total  46887

node   3  (   1,    0) (   0,    0) (   3,    3) (  27,   10) (  22,    6) (  55,   26) (  87,   72) (  96,   96) (  69,   79) ( 117,   85)
          (  76,   87) (  97,   86) (  80,   81) ( 104,   84) (  56,   78) (  63,   78) (  90,   86) ( 112,   77) (  45,   78) (  95,   69)
          (  92,   96) ( 101,   79) (  62,   83) ( 112,   77) (  95,   90) (  72,   89) (  83,   77) ( 100,   83) (  81,   88) (  92,   85)
          ( 100,   84) (  65,   67) ( 106,   98) (  75,   92) ( 101,   76) (  62,   93) (  80,   89) (  98,   91) (  88,   93) (  57,   81)
          (  92,  107) (  87,   88) (  73,   83) (  94,   81) (  73,   75) ( 119,  102) (  71,   78) (  91,   88) (  53,   72) (  88,   95)
          (  91,   85) (  79,   81) (  62,   89) (  61,   72) (  87,   85) (  80,   70) (  71,   56) (  93,   70) (  85,   82) (  63,   66)
          ( 100,   88) (  63,   84) (  73,   71) (  79,   68) (  85,   80) (  72,   80) (  81,   75) (  62,   56) (  92,   68) (  84,   74)
          (  74,   84) (  68,   79) ( 111,   70) (  63,   81) (  76,   83) (  49,   67) (  78,   87) ( 114,   68) (  54,   78) (  66,   77)
          (  81,   84) (  72,   74) (  53,   83) (  90,   82) (  80,   85) (  77,   80) (  66,   77) ( 115,   75) (  67,   79) (  61,   79)
          ( 103,   74) (  57,   87) (  86,   71) (  98,   86) (  57,   68) (  86,   76) (  46,   63) ( 102,   78) (  87,   88) (  66,   80)
          (  84,   61) (  67,   86) (  62,   68) (  68,   54) (  59,   61) (  86,   52) (  62,   54) (  69,   67) (  80,   63) (  51,   57)
          (  93,   54) (  64,   84) (  30,   47) (  81,   62) (  56,   70) (  50,   56) (  95,   56) (  82,   56) (  58,   52) (  84,   70)
          (  84,   60) (  69,   52) (  64,   63) (  71,   72) (  51,   47) (  55,   56) (  54,   54) (  57,   67) (  59,   69) (  50,   51)
          (  48,   55) (  64,   53) (  75,   73) (  43,   57) (  60,   64) (  78,   67) (  63,   68) (  62,   63) (  53,   69) (  63,   54)
          (  64,   59) (  45,   72) (  57,   69) (  73,   53) (  29,   58) (  77,   77) (  26,   57) (  69,   76) (  52,   67) (  65,   68)
          (  57,   61) (  58,   76) (  51,   49) (  58,   59) (  71,   58) (  70,   48) (  58,   62) (  46,   69) (  80,   63) (  63,   54)
          (  49,   58) (  74,   48) (  56,   50) (  41,   52) (  91,   71) (  56,   64) (  59,   64) (  39,   47) (  84,   66) (  43,   50)
          (  67,   61) (  71,   73) (  60,   61) (  51,   59) (  46,   73) (  61,   67) (  73,   51) (  54,   57) (  56,   62) (  63,   71)
          (  59,   68) (  76,   59) (  47,   60) (  64,   67) (  64,   46) (  57,   67) (  75,   64) (  58,   60) (  59,   46) (  55,   62)
          (  74,   64) (  41,   63) (  50,   72) (  60,   59) (  56,   64) (  50,   66) (  68,   63) (  61,   57) (  48,   49) (  38,   62)
          (  73,   60) (  69,   58) (  60,   62) (  60,   62) (  65,   56) (  28,   65) (  82,   61) (  62,   57) (  71,   65) (  45,   52)
          (  62,   55) (  60,   55) (  51,   64) (  71,   62) (  57,   67) (  52,   58) (  76,   64) (  73,   48) (  75,   63) (  45,   57)
          (  60,   60) (  65,   61) (  69,   67) (  40,   55) (  62,   59) (  58,   50) (  55,   68) (  44,   52) (  78,   48) (  62,   58)
          (  54,   44) (  58,   53) (  61,   72) (  33,   50) (  73,   57) (  50,   65) (  89,   60) (  54,   68) (  61,   69) (  47,   35)
          (  62,   67) (  69,   58) (  38,   59) (  66,   69) (  67,   68) (  43,   60) (  82,   53) (  68,   68) (  68,   64) (  51,   47)
          (  54,   68) (  63,   69) (  57,   63) (  37,   52) (  80,   62) (  58,   66) (  54,   54) (  53,   72) (  52,   56) (  62,   51)
          (  61,   70) (  59,   75) (  87,   70) (  52,   46) (  46,   64) (  71,   73) (  68,   63) (  45,   53) (  48,   52) (  77,   53)
          (  58,   51) (  39,   73) (  76,   47) (  51,   60) (  72,   58) (  48,   58) (  66,   59) (  63,   65) (  64,   55) (  59,   58)
          (  61,   90) (  72,   63) (  68,   75) (  38,   57) (  69,   66) (  72,   65) (  63,   52) (  71,   56) (  40,   57) (  73,   61)
          (  69,   59) (  59,   73) (  53,   52) (  62,   71) (  66,   63) (  64,   62) (  54,   73) (  64,   73) (  67,   66) (  56,   63)
          (  49,   54) (  67,   70) (  91,   65) (  63,   60) (  74,   66) (  59,   69) (  63,   63) (  47,   67) (  93,   62) (  80,   71)
          (  52,   62) (  83,   65) (  80,   76) (  42,   60) (  74,   79) (  55,   57) (  78,   59) (  67,   60) (  71,   58) (  47,   65)
          (  74,   73) (  72,   59) (  59,   76) (  55,   74) (  68,   72) (  73,   77) (  63,   77) (  90,   68) (  18,   71) (  89,   62)
          (  72,   68) (  69,   70) (  64,   86) (  58,   55) (  73,   65) (  73,   78) (  73,   85) (  73,   64) (  71,   72) (  60,   54)
          (  70,   61) (  81,   81) (  76,   60) (  65,   81) (  61,   64) (  69,   72) (  63,   67) (  46,   63) (  91,   76) (  74,   80)
          (  47,   56) (  81,   76) (  73,   75) (  34,   42) (  73,   89) (  84,   63) (  62,   65) (  64,   70) (  65,   61) (  74,   66)
          (  81,   79) (  68,   70) (  66,   64) (  77,   68) (  58,   71) (  97,   68) (  38,   68) (  61,   58) (  93,   84) (  36,   49)
          ( 100,   81) (  83,   79) (  58,   85) (  44,   55) ( 104,   80) (  49,   64) (  74,   65) (  64,   66) (  66,   71) (  57,   61)
          (  65,   81) (  85,   58) (  68,   72) (  48,   68) (  70,   46) (  82,   74) (  68,   77) (  74,   79) (  82,   71) (  46,   60)
          (  80,   77) (  68,   81) (  45,   55) (  78,   69) (  83,   92) (  41,   55) (  91,   72) (  41,   53) (  75,   87) (  50,   68)
          (  71,   78) (  87,   63) (  55,   68) (  61,   49) (  67,   70) (  95,   72) (  64,   73) (  43,   70) (  76,   71) (  79,   74)
          (  67,   74) (  61,   53) (  63,   63) (  57,   64) (  72,   61) (  83,   87) (  68,   57) (  65,   71) (  70,   67) (  61,   61)
          (  74,   69) (  68,   70) (  72,   68) (  48,   65) (  87,   70) (  66,   53) (  58,   78) (  65,   60) (  59,   67) (  60,   63)
          (  92,   69) (  47,   67) (  98,   70) (  62,   71) (  48,   82) (  70,   62) (  44,   67) (  89,   67) (  42,   72) (  92,   74)
          (  66,   70) (  61,   71) (  80,   71) (  72,   74) (  50,   74) ( 102,   72) (  71,   56) (  66,   65) (  55,   56) (  50,   74)
          (  94,   64) (  62,   82) (  37,   62) (  84,   79) (  71,   83) (  56,   76) (  81,   67) (  58,   77) (  82,   67) (  58,   64)
          ( 100,   67) (  57,   63) (  41,   80) (  72,   69) (  74,   65) (  76,   56) (  83,   65) (  78,   62) (  55,   71) (  81,   66)
          (  57,   53) (  72,   74) (  56,   47) (  60,   68) (  59,   65) (  71,   59) (  72,   66) (  51,   79) (  76,   69) (  67,   54)
          (  62,   90) (  67,   76) (  81,   75) (  51,   66) (  83,   67) (  58,   65) (  65,   66) (  63,   51) (  63,   77) (  66,   64)
          (  72,   65) (  32,   79) ( 109,   52) (  76,   59) (  71,   81) (  50,   68) (  62,   61) (  80,   65) (  87,   68) (  50,   60)
          (  80,   80) (  63,   61) (  48,   54) (  73,   65) (  68,   72) (  74,   83) (  93,   66) (  34,   67) (  79,   80) (  55,   52)
          (  84,   58) (  55,   59) (  72,   66) (  85,   67) (  56,   58) (  50,   63) (  83,   79) (  57,   57) (  73,   63) (  66,   51)
